PM2.5,PM10,NO2,SO2,CO,O3,AQI
120.96,274.36,28.86,3.86,1.13,36.75,224.36
107.32,243.03,28.84,4.59,1.04,46.56,256.71310344827583
104.03,245.73,29.06,2.22,0.99,51.13,245.48172413793105
163.66,341.1,29.57,3.21,1.17,50.97,333.73906976744183
140.65,297.87,29.51,2.56,1.01,52.26,316.0802325581395
175.3,374.67,28.9,2.85,1.04,48.01,342.6720930232558
174.7,354.77,29.32,7.2,1.25,55.08,342.21162790697673
158.17,297.58,28.89,5.83,0.88,55.27,329.52581395348835
195.17,395.34,28.85,4.64,0.95,63.71,357.9211627906977
171.8,350.07,28.92,4.8,1.21,59.99,339.98604651162793
168.51,307.87,29.0,3.99,1.16,57.62,337.4611627906977
183.27,353.71,28.67,6.19,1.06,46.05,348.7886046511628
150.4,275.37,29.43,6.49,0.79,50.02,323.5627906976744
62.69,135.18,29.17,5.99,0.9,59.05,123.71020134228189
72.51,145.97,29.01,6.38,1.09,62.22,140.29275862068968
65.95,110.8,28.59,6.32,0.76,46.66,117.89827586206897
49.09,97.59,28.52,6.24,1.01,20.79,97.59
61.81,175.96,29.08,6.99,1.05,8.5,150.80563758389263
41.68,97.59,29.05,7.18,1.19,12.1,97.59
82.56,160.48,28.95,7.36,1.3,16.36,174.60137931034484
115.87,215.77,60.15,9.62,1.04,37.09,285.90103448275863
74.86,139.55,63.7,9.01,1.26,29.97,148.3151724137931
60.02,178.98,69.3,9.24,1.17,21.45,152.81221476510066
66.06,142.19,50.1,8.54,0.42,35.45,128.3678523489933
70.07,146.04,54.09,11.74,1.16,29.79,131.96310344827583
63.99,154.27,57.13,10.96,0.66,25.37,136.3941610738255
64.21,137.56,48.32,9.57,0.68,36.2,125.29154362416108
57.94,126.8,44.03,8.82,0.7,30.16,118.14228187919463
62.81,135.05,47.91,8.82,0.71,23.64,123.62382550335572
51.84,122.16,44.89,8.88,0.45,25.71,115.0593288590604
73.49,160.09,57.98,11.07,1.03,24.57,143.63827586206895
67.06,157.39,53.78,10.04,0.71,31.82,138.4671812080537
60.21,105.78,41.3,8.18,0.68,28.93,104.17597315436242
68.29,128.05,48.18,13.54,0.76,29.93,125.88655172413795
52.9,106.67,45.67,16.2,0.79,28.88,104.76731543624162
51.99,122.72,60.41,17.75,1.06,27.08,115.43140939597316
59.28,142.21,61.13,16.52,1.34,25.51,128.38114093959732
56.07,178.46,59.42,14.74,1.81,26.97,152.466711409396
25.45,112.87,47.02,15.26,2.05,36.98,108.88677852348994
48.9,123.26,46.38,14.8,0.82,29.29,115.79020134228189
37.09,89.09,51.84,12.93,0.54,27.67,89.09
39.44,98.29,48.28,10.66,1.04,31.07,98.29
41.95,89.77,51.69,12.73,1.14,29.29,89.77
54.35,142.02,49.01,10.74,1.07,37.39,128.25489932885907
59.03,138.96,45.63,11.11,1.44,40.3,126.22174496644296
53.43,130.9,47.19,11.99,1.14,38.26,120.86644295302014
55.76,132.08,45.62,11.97,1.0,46.11,121.65046979865772
57.79,136.87,61.57,12.04,1.15,41.7,124.83308724832216
64.05,139.43,49.66,12.14,1.17,37.9,126.53402684563758
62.13,139.79,49.68,12.11,1.05,44.5,126.77322147651006
62.46,117.72,53.37,12.01,1.53,40.21,112.10926174496645
69.32,140.44,53.99,12.38,1.25,44.41,129.40275862068964
88.82,190.26,59.2,11.75,1.12,38.2,195.971724137931
67.31,158.65,59.91,13.45,1.7,56.58,139.30436241610738
72.11,202.87,76.31,12.64,1.4,33.51,168.68543624161074
102.09,260.24,85.15,14.8,1.32,34.08,238.8589655172414
93.98,184.39,62.56,15.82,0.75,45.33,211.17310344827587
74.73,156.81,68.76,15.13,0.8,38.82,147.87137931034485
73.86,184.87,81.24,15.94,0.99,34.83,156.7257046979866
110.35,253.35,104.4,16.15,1.39,27.65,267.0568965517241
77.96,202.92,92.9,15.56,1.34,34.99,168.7186577181208
81.09,212.31,77.22,15.91,0.93,42.79,174.95765100671142
51.95,132.72,45.04,14.6,1.1,52.84,122.07570469798658
95.88,216.53,45.31,14.33,1.23,29.22,217.65931034482756
66.17,112.83,46.2,13.64,1.09,37.07,118.6493103448276
61.41,123.29,43.34,14.03,0.93,50.1,115.81013422818792
72.0,123.48,55.77,16.06,0.82,39.06,138.55172413793105
73.22,146.36,66.92,15.68,1.11,43.93,142.71655172413793
67.07,141.14,61.91,17.72,1.44,43.15,127.67020134228187
60.02,128.91,50.97,15.11,1.13,52.3,119.54422818791946
58.87,139.57,46.29,15.74,1.02,57.95,126.62704697986577
54.76,139.32,44.73,14.23,1.38,54.94,126.46093959731543
26.76,82.57,33.71,14.52,0.94,65.5,82.57
45.65,111.84,43.05,15.01,1.17,57.53,108.20241610738255
70.81,157.13,40.87,14.74,1.08,63.47,138.29442953020134
64.54,138.22,39.67,13.41,0.92,68.66,125.73006711409396
39.74,91.49,44.7,14.03,1.2,42.7,91.49
33.77,85.6,45.85,15.16,0.98,39.27,85.6
37.14,102.21,60.36,14.87,1.1,30.47,101.80395973154361
33.49,83.18,48.64,15.4,1.03,49.48,83.18
36.27,89.69,52.22,15.28,1.02,51.27,89.69
37.2,90.28,30.03,15.45,0.94,65.21,90.28
36.87,71.42,30.62,14.2,0.98,58.94,71.42
61.83,146.0,50.79,13.02,0.68,42.85,130.8993288590604
99.73,283.65,63.35,15.05,0.78,41.71,233.64999999999998
83.58,233.55,48.93,12.53,1.85,51.29,189.07013422818795
66.33,115.92,42.8,12.93,3.76,60.1,121.80253164556962
67.79,99.04,47.28,13.6,0.89,73.27,124.17965517241382
66.26,110.72,56.02,14.61,0.98,66.08,118.95655172413795
69.97,121.65,56.9,13.97,1.24,59.58,131.62172413793104
69.15,127.91,60.11,13.16,1.27,54.6,128.82241379310346
66.97,113.8,37.87,13.52,0.58,74.81,121.3803448275862
42.13,80.85,34.91,14.0,0.86,71.99,80.85
36.01,69.6,24.2,10.69,0.51,81.35,81.35
41.18,79.46,21.43,8.98,0.76,66.15,79.46
40.71,77.58,23.83,7.72,0.61,51.12,77.58
27.79,62.16,15.63,8.81,0.48,44.74,62.16
19.69,38.95,13.68,7.41,0.57,37.14,38.95
8.37,20.73,13.07,7.03,0.64,12.81,32.0
15.15,33.33,15.16,9.3,0.63,12.83,33.33
12.54,42.66,14.42,9.33,0.46,10.85,42.66
14.19,46.6,14.59,7.82,0.6,11.15,46.6
20.75,54.35,18.6,11.71,0.57,13.61,54.35
41.2,83.11,13.3,9.07,0.35,12.15,83.11
25.39,52.99,13.81,26.15,0.67,15.96,52.99
21.57,46.96,14.16,24.92,0.78,10.74,46.96
21.14,63.25,21.43,16.21,0.78,10.57,63.25
30.79,68.3,17.06,12.29,0.6,10.75,68.3
36.45,83.18,14.39,12.93,0.56,31.63,83.18
32.01,79.38,11.37,12.21,0.49,34.51,79.38
25.48,64.0,13.07,12.72,0.51,34.41,64.0
26.39,65.46,13.64,12.58,0.52,33.59,65.46
30.81,70.31,16.18,13.76,0.53,34.23,70.31
34.96,90.52,14.45,13.58,0.47,34.09,90.52
32.55,90.91,13.41,13.64,0.58,35.77,90.91
41.9,107.66,26.28,12.86,0.62,35.09,105.42510067114094
50.85,118.52,19.59,13.68,0.55,35.08,112.64080536912752
38.17,85.75,22.77,14.34,0.55,34.76,85.75
32.06,94.88,13.79,13.58,0.55,34.67,94.88
62.88,157.78,12.15,12.63,0.54,35.73,138.72630872483222
53.09,140.99,17.33,13.42,0.55,35.58,127.57053691275169
57.39,100.22,11.81,13.31,0.49,35.75,95.59
37.79,70.04,14.7,13.23,0.53,35.24,70.04
19.93,49.35,15.46,13.18,0.45,33.0,49.35
22.59,52.04,15.53,13.29,0.53,28.71,52.04
31.8,46.61,14.31,12.29,0.54,33.45,52.351724137931036
24.41,58.95,16.81,13.06,0.5,35.03,58.95
28.79,74.34,13.01,13.19,0.54,34.44,74.34
33.52,85.67,18.09,13.5,0.55,21.19,85.67
20.77,48.61,15.36,13.74,0.49,35.73,48.61
28.89,52.98,16.99,11.5,0.88,34.52,52.98
39.38,69.08,12.62,9.38,0.5,37.08,69.08
59.06,197.83,16.01,9.61,0.56,34.32,165.336711409396
40.85,98.88,19.45,11.07,0.5,34.32,98.88
33.78,114.87,19.74,11.78,0.43,36.02,110.21563758389262
51.94,96.53,11.06,10.0,0.57,34.73,96.53
33.61,56.86,11.62,9.75,0.53,35.04,56.86
27.03,58.42,14.25,9.72,0.48,39.69,58.42
41.82,67.49,12.81,9.65,0.55,33.43,69.28206896551724
32.81,59.06,18.31,10.69,0.62,50.35,59.06
32.89,90.94,21.18,10.85,0.53,39.62,90.94
63.08,117.72,18.55,10.81,0.51,40.04,112.10926174496645
74.42,163.28,13.28,9.26,0.44,41.22,146.81310344827585
40.41,102.39,11.7,9.53,0.48,40.07,101.92355704697987
29.72,54.8,20.6,9.09,0.56,43.59,54.8
75.66,229.65,17.16,10.54,0.53,48.48,186.4788590604027
41.28,67.68,13.69,11.55,0.43,61.66,68.3696551724138
45.69,131.0,16.88,11.52,0.39,64.63,120.93288590604027
35.93,90.81,17.25,12.32,0.42,75.52,90.81
39.12,91.6,20.94,12.21,0.51,58.93,91.6
47.15,153.14,23.79,13.0,0.47,61.39,135.64335570469797
45.23,128.74,27.54,12.24,0.39,56.71,119.43127516778524
40.52,107.39,22.09,13.19,0.48,71.33,105.24570469798658
41.46,125.13,32.05,12.96,0.68,58.92,117.03268456375838
61.75,146.61,39.83,12.75,0.63,33.19,131.30463087248324
62.39,181.25,24.2,10.34,0.48,47.13,154.3204697986577
63.3,170.0,21.13,10.89,0.39,48.62,146.84563758389262
53.19,134.53,23.32,11.21,0.43,43.95,123.27832214765101
54.61,149.38,23.48,15.55,0.48,39.87,133.14510067114094
47.39,171.22,23.33,9.58,0.45,44.83,147.65624161073825
67.87,222.22,20.32,11.74,0.48,55.44,181.5421476510067
59.35,194.16,13.55,9.97,0.49,63.87,162.89825503355706
48.67,87.14,13.24,9.23,0.52,62.32,87.14
42.24,69.69,13.17,10.1,0.54,63.8,69.99172413793104
28.04,66.91,14.23,10.77,0.45,70.18,70.18
29.47,63.29,18.31,10.41,0.44,69.95,69.95
32.57,77.09,18.19,11.4,0.47,65.29,77.09
31.08,58.55,18.32,11.31,0.47,66.29,66.29
32.26,51.99,16.58,10.15,0.45,65.48,65.48
31.63,80.3,17.45,9.68,0.54,68.31,80.3
41.95,75.95,15.07,11.11,0.48,59.3,75.95
43.59,114.04,25.06,10.01,0.54,59.65,109.66416107382551
40.93,86.87,21.01,9.96,0.47,53.25,86.87
42.64,101.11,20.74,11.2,0.54,50.36,101.07308724832215
39.2,81.5,19.7,8.88,0.57,50.43,81.5
52.79,143.14,18.39,7.6,0.56,67.24,128.99906040268456
65.56,137.83,14.16,7.9,0.73,74.91,125.47093959731545
57.41,90.08,17.14,7.13,0.63,77.24,95.62379310344826
43.9,101.47,23.79,7.91,0.62,69.87,101.31228187919463
61.97,135.1,20.87,8.81,0.51,76.0,123.65704697986577
57.32,116.69,17.99,7.38,0.58,68.72,111.42489932885906
64.04,122.24,21.26,7.31,0.65,52.22,115.11248322147651
46.13,125.75,17.95,7.82,0.59,55.88,117.44463087248323
54.4,141.46,15.18,7.75,0.53,55.69,127.88281879194632
51.06,91.94,12.0,7.68,0.54,47.57,91.94
42.12,73.08,16.26,7.86,0.63,53.83,73.08
36.29,66.56,15.2,7.87,0.59,60.83,66.56
29.39,56.95,15.81,7.88,0.59,56.3,56.95
84.17,236.55,18.11,7.17,0.58,52.29,191.06342281879196
39.52,110.88,19.6,7.28,0.6,45.18,107.56456375838926
34.68,80.5,15.05,7.98,0.53,42.5,80.5
23.82,77.57,13.52,7.52,0.56,37.87,77.57
34.99,85.92,17.77,7.66,0.59,39.98,85.92
29.47,65.7,12.65,6.75,0.59,50.54,65.7
40.34,138.38,16.53,7.07,0.56,56.49,125.83637583892617
50.45,136.97,22.34,7.21,0.54,51.89,124.89953020134229
58.03,112.66,19.5,7.4,0.53,51.59,108.74724832214766
26.8,73.21,17.29,6.55,0.55,55.13,73.21
25.64,55.22,12.95,7.27,0.45,69.72,69.72
37.07,72.45,16.34,7.15,0.54,55.63,72.45
43.27,103.65,15.34,7.41,0.51,43.08,102.76073825503356
71.53,164.53,16.5,6.62,1.84,27.71,143.21120805369128
31.82,69.18,22.11,8.15,2.28,29.35,103.25569620253164
32.02,66.86,24.98,5.73,0.49,41.8,66.86
30.76,57.45,18.78,5.47,0.43,43.51,57.45
30.85,54.97,15.76,6.06,0.47,40.42,54.97
32.76,59.13,21.73,6.16,0.58,33.25,59.13
39.43,84.85,27.63,7.65,0.44,37.42,84.85
52.19,105.27,31.8,7.62,0.63,49.24,103.83711409395973
37.94,71.68,19.58,7.0,0.53,46.79,71.68
29.27,62.61,20.81,6.52,0.6,56.23,62.61
33.39,52.88,13.56,7.45,0.53,63.18,63.18
32.17,58.65,20.38,7.38,0.44,45.96,58.65
29.03,60.77,18.06,7.12,0.51,44.66,60.77
32.65,62.85,17.75,7.6,0.5,38.57,62.85
29.0,59.61,22.19,9.13,0.51,33.26,59.61
35.18,78.3,26.65,8.23,0.54,43.61,78.3
33.12,59.56,27.32,8.67,0.55,40.51,59.56
36.09,75.12,23.13,8.56,0.5,44.33,75.12
35.77,66.99,17.93,7.76,0.41,53.76,66.99
36.3,76.09,29.92,7.2,0.63,48.69,76.09
34.03,65.43,23.94,8.25,0.52,41.86,65.43
36.31,75.32,20.47,7.47,0.51,37.84,75.32
26.68,52.9,16.36,8.7,0.51,48.78,52.9
32.46,63.66,24.75,8.58,0.54,61.61,63.66
37.62,70.28,21.54,8.64,0.53,39.57,70.28
30.59,61.95,21.83,8.4,0.51,50.6,61.95
30.58,56.17,19.5,7.65,0.53,43.55,56.17
30.17,71.02,20.78,7.09,0.58,36.42,71.02
43.08,98.2,19.44,6.38,0.38,44.01,98.2
27.54,57.37,13.27,6.46,0.79,46.53,57.37
26.71,54.54,15.23,6.17,0.64,31.93,54.54
30.49,63.16,16.56,6.21,0.53,28.16,63.16
25.63,57.03,15.6,6.04,0.57,37.32,57.03
24.85,47.73,15.69,5.79,1.2,36.48,56.444444444444436
36.25,62.51,17.74,5.49,3.65,24.32,120.42405063291139
31.19,78.71,19.07,10.16,0.69,23.02,78.71
39.68,115.47,22.0,7.6,0.77,35.16,110.61429530201342
25.99,55.56,18.15,7.41,0.53,21.65,55.56
38.19,69.78,14.07,6.18,0.58,23.15,69.78
35.76,56.81,16.1,7.48,0.76,23.18,59.04275862068965
31.16,55.67,15.82,6.97,1.2,34.62,56.444444444444436
30.51,68.29,22.69,5.18,0.94,23.36,68.29
29.31,66.01,23.06,6.18,0.68,21.52,66.01
25.47,49.3,21.86,5.93,0.76,33.26,49.3
34.91,70.25,24.97,6.75,0.61,32.53,70.25
33.0,71.33,33.85,8.99,0.65,22.5,71.33
28.31,44.49,31.76,10.29,0.58,13.03,47.18333333333333
27.08,42.62,38.7,10.49,0.59,12.98,48.375
29.71,45.82,42.47,10.25,0.57,14.65,52.846923076923076
29.65,71.97,40.53,9.9,0.74,16.14,71.97
28.84,75.76,49.45,8.78,0.67,22.87,75.76
32.61,71.17,66.86,9.06,0.53,27.37,83.49076923076923
31.72,82.51,28.06,8.44,0.66,38.61,82.51
37.32,53.02,31.29,8.07,0.55,31.27,61.678620689655176
25.22,42.36,37.56,9.6,0.66,30.34,46.95
30.8,49.58,41.52,9.06,0.61,30.15,51.653333333333336
41.44,117.55,29.57,8.73,0.69,28.38,111.99630872483222
47.06,107.66,38.67,8.71,0.77,24.67,105.42510067114094
8.41,71.62,51.04,8.21,0.67,36.2,71.62
15.62,67.67,55.14,9.53,0.55,25.72,68.76564102564103
28.62,62.54,69.44,8.45,0.54,47.83,86.73230769230769
37.0,78.0,65.34,9.32,0.67,27.99,81.58102564102565
30.75,97.85,63.43,9.89,0.92,32.61,97.85
44.33,117.46,43.1,9.16,0.71,34.11,111.93651006711409
42.85,96.83,17.9,8.64,0.68,28.46,96.83
36.12,101.68,22.34,9.24,1.22,31.04,101.45181208053691
49.41,119.3,24.55,8.88,0.64,38.98,113.15906040268456
27.99,85.08,24.6,8.68,0.77,60.31,85.08
40.69,98.09,23.93,8.86,0.73,53.19,98.09
44.19,99.06,21.78,8.96,0.63,61.43,99.06
49.28,113.87,15.98,8.66,0.45,51.49,109.55120805369128
36.53,78.44,15.24,8.8,0.62,39.62,78.44
28.71,100.54,22.51,9.54,0.61,38.37,47.85
55.88,66.55,9.17,9.72,4.58,36.67,132.07848101265822
36.79,72.09,24.58,9.1,2.82,64.47,110.02278481012658
41.04,85.77,39.93,7.84,0.64,72.05,85.77
47.5,91.36,36.3,9.01,0.67,68.46,91.36
28.47,55.85,32.28,8.68,0.57,49.78,55.85
36.05,74.48,40.58,9.55,0.53,46.97,74.48
42.98,85.89,39.02,8.84,0.53,40.01,85.89
39.27,82.72,35.9,9.21,0.48,44.27,82.72
37.66,79.17,37.79,9.84,0.4,42.31,79.17
58.81,115.33,35.75,10.02,0.48,37.79,110.52127516778523
71.44,161.83,32.99,9.41,0.6,33.56,141.41724832214766
67.9,145.2,39.2,9.99,0.62,30.58,130.36778523489932
68.82,132.49,41.76,9.05,0.55,32.09,127.6958620689655
68.4,136.14,41.9,9.88,0.57,41.21,126.26206896551726
69.04,144.06,47.67,10.14,0.76,26.78,129.6103355704698
64.78,135.7,43.5,10.23,0.56,54.02,124.05570469798657
52.56,140.27,59.87,10.86,0.75,47.09,127.09214765100671
53.1,156.4,53.26,11.61,0.73,39.9,137.80939597315438
55.98,131.64,53.62,12.1,0.72,37.59,121.35812080536911
55.97,150.45,45.66,12.49,1.15,41.39,133.85604026845635
48.86,123.37,29.13,12.29,0.44,53.88,115.86328859060403
59.41,132.84,36.64,10.68,0.58,51.91,122.15543624161074
65.78,145.59,38.76,10.24,0.5,36.79,130.62691275167785
56.53,141.66,38.52,12.35,0.88,52.14,128.01570469798656
54.96,145.44,32.08,10.64,1.17,52.4,130.52724832214764
50.55,158.88,20.88,9.53,0.63,66.6,139.4571812080537
89.87,185.01,19.96,9.55,0.66,74.62,199.55620689655174
64.73,146.33,25.71,10.41,0.59,67.37,131.11859060402685
79.91,163.03,33.93,10.31,0.69,71.05,165.5548275862069
83.73,165.55,35.53,10.57,0.96,93.7,178.59551724137933
74.41,149.06,43.33,11.87,0.91,70.82,146.77896551724137
72.94,151.32,55.22,11.74,1.22,51.18,141.7606896551724
67.14,153.05,47.02,11.44,1.02,65.27,135.58355704697988
67.99,125.19,33.54,9.87,0.93,72.03,124.86241379310343
65.83,174.47,61.67,9.4,2.02,53.04,149.81563758389262
82.51,182.86,49.74,9.85,1.28,58.94,174.43068965517244
82.12,153.11,43.02,8.94,1.12,68.75,173.0993103448276
75.61,173.16,74.04,11.13,0.99,37.41,150.8755172413793
105.96,212.96,34.36,9.91,1.15,52.13,252.07034482758618
73.36,170.33,51.24,9.88,1.94,29.33,147.06489932885907
85.34,180.15,60.04,8.95,0.98,65.85,184.09172413793104
104.79,209.84,76.29,8.58,1.25,52.27,248.07620689655175
125.01,239.1,81.93,8.99,1.34,37.49,304.0774418604651
47.39,142.45,69.22,9.55,1.29,36.86,128.54060402684564
58.87,182.97,60.79,9.72,2.28,29.3,155.46328859060404
43.48,205.13,60.01,11.1,1.87,25.01,170.18704697986578
143.17,260.22,73.91,11.74,2.49,31.2,318.0141860465116
124.72,237.73,65.5,9.61,2.2,34.27,303.8548837209302
89.09,197.2,75.02,9.85,2.25,41.71,196.89344827586208
117.67,258.54,108.87,9.92,1.66,29.71,292.0458620689655
133.53,264.42,109.74,9.67,1.88,35.02,310.6160465116279
145.6,296.6,92.3,10.56,1.54,44.42,319.8790697674419
194.11,359.04,88.7,11.45,1.54,57.22,357.1076744186047
111.06,225.85,57.69,9.79,1.05,67.53,269.48068965517245
92.81,193.78,71.35,9.45,1.29,64.08,207.17896551724138
106.71,222.4,87.76,9.21,1.35,53.22,254.63068965517238
103.53,208.74,71.99,9.42,1.26,54.43,243.7748275862069
79.32,133.09,41.07,7.75,0.9,76.54,163.5406896551724
53.79,99.04,68.09,9.96,1.01,40.18,99.04
55.1,108.29,68.5,10.65,0.72,56.15,105.84369127516779
71.35,159.22,73.51,10.25,0.72,64.65,139.68308724832215
75.67,159.47,97.93,10.74,0.88,48.41,151.0803448275862
73.98,152.12,95.46,12.48,1.18,47.83,145.31103448275863
72.71,154.61,106.28,11.8,1.3,42.05,140.9755172413793
66.85,129.09,89.23,10.43,0.95,41.21,120.9706896551724
66.48,128.9,94.15,11.76,1.19,63.25,119.70758620689656
74.34,157.74,71.33,10.62,0.89,80.27,146.54000000000002
60.13,108.29,75.62,9.64,1.08,58.04,105.84369127516779
43.48,80.29,75.37,11.19,0.98,38.73,94.18282051282051
57.67,143.7,103.8,12.67,1.43,32.34,129.3711409395973
66.25,143.15,99.92,11.06,1.19,47.97,129.00570469798657
69.86,187.11,97.19,12.38,1.14,35.71,158.2140268456376
75.83,169.08,89.11,13.2,1.2,34.98,151.62655172413793
72.22,166.11,70.1,12.52,1.33,29.38,144.2610067114094
91.86,234.58,57.55,15.23,2.14,30.36,203.93586206896552
94.17,255.99,58.09,13.62,1.45,23.17,211.82172413793103
82.8,203.0,54.83,13.15,2.03,31.0,175.4206896551724
79.54,178.33,68.72,11.39,1.06,25.65,164.29172413793106
104.75,200.3,76.97,13.58,1.38,38.23,247.93965517241378
85.91,156.71,80.32,10.96,1.31,38.25,186.03758620689655
66.3,147.41,75.21,12.18,1.55,33.32,131.8361744966443
59.93,150.05,78.9,11.77,0.95,39.49,133.59026845637584
78.24,151.01,55.71,10.85,0.9,54.19,159.85379310344825
51.56,93.48,51.54,10.53,0.85,46.11,93.48
46.54,88.46,48.65,10.44,0.81,47.41,88.46
35.9,69.07,49.74,9.64,0.82,44.92,69.07
55.48,93.28,50.14,10.99,0.9,45.19,93.28
48.34,88.78,59.93,10.46,0.91,45.78,88.78
49.43,97.85,59.11,10.63,0.86,43.02,97.85
67.6,156.84,82.0,15.08,1.93,41.94,138.10174496644296
88.15,182.62,83.7,12.09,1.23,28.77,193.6844827586207
96.08,194.78,86.09,16.6,2.32,25.44,218.34206896551723
86.34,187.59,83.27,11.19,1.89,22.25,187.50551724137932
93.22,183.78,89.03,10.64,1.6,25.49,208.57862068965517
72.39,161.51,82.17,8.41,0.99,31.0,141.20463087248322
77.04,159.72,87.81,11.94,1.47,52.19,155.75724137931036
86.13,141.22,78.92,21.89,1.36,45.2,186.78862068965515
96.29,176.65,89.92,12.78,1.68,43.88,219.0589655172414
77.41,144.67,63.31,10.0,0.84,51.91,157.0203448275862
67.22,209.28,67.12,15.71,1.36,32.61,172.94442953020135
70.6,156.11,78.3,13.37,1.08,24.35,137.61671140939598
63.08,121.69,62.34,14.3,1.04,41.05,114.74704697986577
58.31,125.1,76.01,15.26,1.86,46.46,117.01275167785235
77.74,155.49,71.25,9.93,0.97,48.9,158.14689655172413
88.56,170.75,61.85,10.07,1.2,45.57,195.0841379310345
117.05,190.49,67.6,9.09,1.09,33.87,289.92931034482757
51.08,90.52,54.47,9.97,0.81,33.4,90.52
36.88,102.94,58.16,9.73,1.09,32.0,102.2889932885906
36.91,131.13,62.28,9.57,0.7,23.12,121.01926174496644
66.41,123.12,55.42,12.97,1.0,24.41,119.46862068965515
73.0,135.05,67.82,12.25,2.07,25.19,141.9655172413793
86.27,129.33,55.85,8.68,1.17,19.97,187.2665517241379
75.95,123.46,69.01,10.23,1.13,33.45,152.03620689655173
57.88,92.15,84.22,19.81,1.28,35.73,104.22
68.74,142.1,108.75,17.88,2.17,22.38,128.75
90.96,185.2,103.94,13.52,2.21,26.75,156.94496644295302
109.56,273.74,103.2,13.33,2.31,32.09,264.36
79.79,76.95,72.59,12.8,1.3,56.7,165.14517241379312
70.71,185.63,106.29,15.0,1.78,54.6,157.2306711409396
100.49,167.81,78.55,7.16,1.86,34.73,233.39689655172413
95.93,211.44,60.23,12.83,1.78,46.15,217.83
113.58,231.02,104.02,12.29,1.81,33.48,278.08344827586205
102.21,212.91,115.58,13.52,2.21,29.02,239.26862068965517
90.52,173.68,117.9,14.09,2.18,21.77,149.29073825503357
119.02,183.0,96.26,12.32,1.77,30.49,296.6544827586207
97.91,155.06,81.14,11.24,1.41,38.47,224.58931034482757
133.05,203.72,76.45,11.98,1.49,39.97,310.2476744186047
86.88,141.66,74.72,11.96,0.92,49.38,189.34896551724137
116.81,175.56,86.93,14.29,1.5,39.44,289.11
87.2,153.16,101.26,10.74,1.87,35.0,190.44137931034484
80.58,168.86,100.23,15.68,1.41,38.56,167.84206896551723
90.93,200.41,96.18,17.44,1.54,35.89,167.05093959731545
93.1,191.07,101.78,18.8,1.96,27.53,208.16896551724136
58.05,148.51,83.19,16.19,1.29,35.12,132.56704697986578
78.97,155.54,101.44,19.73,2.15,30.05,162.34586206896552
98.18,194.71,106.35,17.51,1.94,27.43,225.51103448275865
70.31,142.79,101.38,13.5,1.75,25.58,132.78241379310344
76.97,149.74,71.88,13.07,0.99,35.53,155.51827586206895
64.69,108.6,60.61,12.32,0.92,38.89,113.59689655172413
50.79,85.07,65.99,13.49,0.98,38.11,85.07
78.86,139.91,87.66,14.22,1.09,32.88,161.9703448275862
82.4,106.47,77.18,12.22,1.39,29.94,174.05517241379312
97.82,143.76,92.99,13.59,1.49,34.6,224.28206896551723
87.34,176.44,104.07,14.59,1.17,28.15,190.91931034482758
55.95,122.25,80.38,16.67,1.87,51.35,115.11912751677852
71.31,149.58,78.52,14.61,1.22,43.21,136.19620689655173
69.94,135.75,75.14,14.35,1.36,45.23,131.51931034482757
75.18,127.84,76.19,9.72,4.33,57.86,149.40758620689658
84.13,174.2,93.17,9.88,0.97,33.43,179.9610344827586
69.67,117.39,98.96,10.29,1.25,31.94,130.59758620689655
67.97,123.34,88.14,9.89,1.07,34.93,124.79413793103447
59.48,100.62,73.09,9.88,1.38,47.5,99.12137931034482
58.98,120.56,86.6,9.75,1.14,48.28,113.99624161073825
60.95,137.79,84.34,10.0,0.65,48.64,125.44436241610738
70.86,134.2,86.58,10.03,2.99,43.67,134.66
73.54,153.15,106.89,9.98,1.73,31.55,143.8089655172414
101.74,223.45,110.55,10.07,2.18,27.9,237.66413793103447
110.94,234.34,83.69,10.08,1.67,21.05,269.0710344827586
46.35,172.27,65.32,9.85,1.54,23.07,148.35389261744967
32.17,153.39,70.87,10.06,1.32,23.25,135.80946308724833
44.2,162.21,61.6,10.06,1.0,25.3,141.66973154362415
56.72,199.39,55.01,10.33,0.79,35.16,166.37322147651008
46.83,124.16,59.26,9.87,0.91,45.97,116.38818791946309
51.15,92.6,52.99,10.11,0.92,49.52,92.6
38.95,131.51,76.09,9.88,1.98,44.29,121.27174496644295
57.21,228.93,74.83,10.05,2.02,34.34,186.00046979865772
78.82,189.84,75.73,10.08,0.99,31.22,161.83379310344824
69.55,170.07,73.93,32.41,1.49,31.66,146.89214765100672
65.26,150.95,71.71,5.82,1.06,25.3,134.18825503355703
60.61,173.8,57.65,8.06,0.95,31.49,149.37046979865772
51.74,121.57,53.57,10.22,0.82,37.5,114.66731543624161
59.3,132.81,63.52,9.8,1.01,36.67,122.1355033557047
58.2,121.57,51.5,9.76,0.85,49.69,114.66731543624161
37.85,74.43,32.15,10.38,0.7,54.67,74.43
43.5,74.21,45.76,7.52,0.91,55.37,74.21
54.61,94.94,56.61,9.9,0.93,46.99,94.94
67.92,118.09,51.27,9.77,0.91,54.12,124.62344827586207
95.1,179.78,57.18,9.87,0.88,38.5,214.9965517241379
128.96,226.31,55.18,10.06,1.2,39.32,307.10883720930235
123.64,218.69,42.45,9.88,0.85,55.59,303.0260465116279
55.24,89.97,47.14,9.91,0.84,51.87,91.95724137931035
68.78,95.19,53.54,10.07,0.93,41.7,127.5593103448276
