country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","27-01-2026 09:00:00",17.72,83.3,CO,10,66,40
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","27-01-2026 09:00:00",27.103358,93.679645,PM2.5,54,409,156
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","27-01-2026 09:00:00",27.103358,93.679645,CO,12,68,16
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","27-01-2026 09:00:00",26.071318,91.87488,PM2.5,91,204,137
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","27-01-2026 09:00:00",26.071318,91.87488,OZONE,13,23,16
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","27-01-2026 09:00:00",26.10887,91.589544,NO2,13,18,15
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","27-01-2026 09:00:00",26.181742,91.78063,PM2.5,88,387,232
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","27-01-2026 09:00:00",26.349082,92.68449,NH3,NA,NA,NA
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","27-01-2026 09:00:00",26.349082,92.68449,SO2,NA,NA,NA
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","27-01-2026 09:00:00",25.697189,85.245900,CO,20,71,48
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","27-01-2026 09:00:00",25.697189,85.245900,OZONE,3,111,7
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","27-01-2026 09:00:00",25.560083,87.553265,PM2.5,37,103,73
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","27-01-2026 09:00:00",25.560083,87.553265,SO2,14,19,16
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","27-01-2026 09:00:00",25.560083,87.553265,CO,56,78,67
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","27-01-2026 09:00:00",25.560083,87.553265,OZONE,22,26,24
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","27-01-2026 09:00:00",26.0881305,87.93840336,PM10,28,110,58
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","27-01-2026 09:00:00",26.0881305,87.93840336,NH3,3,3,3
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","27-01-2026 09:00:00",27.308328,84.531742,PM2.5,60,257,98
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","27-01-2026 09:00:00",26.63086,84.90051,PM2.5,30,200,101
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","27-01-2026 09:00:00",30.751462,76.762879,PM10,85,128,109
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","27-01-2026 09:00:00",30.751462,76.762879,OZONE,1,46,4
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","27-01-2026 09:00:00",21.194815,81.314770,NO2,33,58,45
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","27-01-2026 09:00:00",21.194815,81.314770,SO2,6,10,7
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","27-01-2026 09:00:00",21.194815,81.314770,CO,32,54,35
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","27-01-2026 09:00:00",21.185571,81.343175,NO2,11,278,77
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","27-01-2026 09:00:00",21.224231,81.408350,OZONE,5,18,8
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","27-01-2026 09:00:00",22.08815,82.13737,PM2.5,94,283,146
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","27-01-2026 09:00:00",22.08815,82.13737,NO2,24,147,57
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","27-01-2026 09:00:00",22.08815,82.13737,CO,48,117,74
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","27-01-2026 09:00:00",16.5150833,80.5181667,PM2.5,28,358,183
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","27-01-2026 09:00:00",16.5150833,80.5181667,PM10,29,393,160
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","27-01-2026 09:00:00",14.675886,77.593027,PM10,66,85,71
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","27-01-2026 09:00:00",13.204880,79.097889,CO,34,79,66
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","27-01-2026 09:00:00",14.465052,78.824187,NO2,28,28,28
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","27-01-2026 09:00:00",14.465052,78.824187,NH3,4,4,4
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","27-01-2026 09:00:00",14.465052,78.824187,SO2,12,12,12
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","27-01-2026 09:00:00",14.465052,78.824187,CO,8,12,9
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","27-01-2026 09:00:00",16.9872867,81.7363176,PM10,92,143,112
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","27-01-2026 09:00:00",25.592539,85.227158,NO2,14,19,16
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","27-01-2026 09:00:00",25.610369,85.132568,OZONE,28,29,28
India,Bihar,Patna,"Muradpur, Patna - BSPCB","27-01-2026 09:00:00",25.619651,85.147382,OZONE,5,16,5
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","27-01-2026 09:00:00",25.599486,85.113666,NO2,7,56,27
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","27-01-2026 09:00:00",25.599486,85.113666,SO2,5,7,6
India,Bihar,Patna,"Samanpura, Patna - BSPCB","27-01-2026 09:00:00",25.596727,85.085624,PM10,67,209,136
India,Bihar,Patna,"Samanpura, Patna - BSPCB","27-01-2026 09:00:00",25.596727,85.085624,NH3,5,6,5
India,Bihar,Patna,"Samanpura, Patna - BSPCB","27-01-2026 09:00:00",25.596727,85.085624,CO,104,122,110
India,Bihar,Patna,"Samanpura, Patna - BSPCB","27-01-2026 09:00:00",25.596727,85.085624,OZONE,5,111,15
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","27-01-2026 09:00:00",25.366336,87.117468,CO,56,78,62
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","27-01-2026 09:00:00",26.63086,84.90051,SO2,2,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","27-01-2026 09:00:00",26.63086,84.90051,CO,15,28,18
India,Bihar,Munger,"Town Hall, Munger - BSPCB","27-01-2026 09:00:00",25.376776,86.471523,SO2,18,64,28
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","27-01-2026 09:00:00",26.11442,85.39813,PM10,64,106,89
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","27-01-2026 09:00:00",26.11442,85.39813,SO2,8,12,9
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","27-01-2026 09:00:00",26.1403345,85.3650192,PM2.5,77,93,87
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","27-01-2026 09:00:00",26.1209,85.3647,PM2.5,80,107,91
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","27-01-2026 09:00:00",26.1209,85.3647,SO2,4,7,5
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","27-01-2026 09:00:00",25.586562,85.043586,PM10,80,223,121
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","27-01-2026 09:00:00",25.42742023,86.13886079,PM10,NA,NA,NA
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","27-01-2026 09:00:00",25.42742023,86.13886079,NH3,10,11,11
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","27-01-2026 09:00:00",25.42742023,86.13886079,SO2,25,31,29
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","27-01-2026 09:00:00",25.42742023,86.13886079,CO,10,30,12
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","27-01-2026 09:00:00",25.251013,86.989001,NO2,5,13,8
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","27-01-2026 09:00:00",25.265194,87.012947,NO2,6,10,7
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","27-01-2026 09:00:00",25.265194,87.012947,NH3,10,13,12
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","27-01-2026 09:00:00",25.265194,87.012947,CO,78,96,87
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","27-01-2026 09:00:00",25.567520,83.966379,NO2,9,10,9
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","27-01-2026 09:00:00",25.7808257,84.7446768,PM10,40,138,96
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","27-01-2026 09:00:00",25.03280,85.41948,OZONE,30,34,32
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","27-01-2026 09:00:00",25.892357,86.590325,PM2.5,12,192,87
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","27-01-2026 09:00:00",26.2271665,84.3570427,NO2,1,5,2
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","27-01-2026 09:00:00",30.735567,76.775714,PM2.5,85,303,135
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","27-01-2026 09:00:00",30.735567,76.775714,NO2,34,124,69
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","27-01-2026 09:00:00",13.615387,79.409230,PM2.5,55,58,56
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","27-01-2026 09:00:00",13.615387,79.409230,PM10,68,73,71
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","27-01-2026 09:00:00",16.536107,80.594233,PM2.5,49,73,60
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","27-01-2026 09:00:00",16.536107,80.594233,CO,32,32,32
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","27-01-2026 09:00:00",16.486692,80.699436,OZONE,22,22,22
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","27-01-2026 09:00:00",16.509717,80.612222,OZONE,7,46,16
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","27-01-2026 09:00:00",26.987634,94.636574,PM2.5,NA,NA,NA
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","27-01-2026 09:00:00",26.987634,94.636574,NO2,28,56,38
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","27-01-2026 09:00:00",25.5626095,84.663264,NH3,1,1,1
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","27-01-2026 09:00:00",24.75746,84.366208,NO2,7,8,8
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","27-01-2026 09:00:00",24.75746,84.366208,NH3,1,2,2
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","27-01-2026 09:00:00",24.75746,84.366208,OZONE,NA,NA,NA
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","27-01-2026 09:00:00",28.672342,77.315260,PM10,122,491,306
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","27-01-2026 09:00:00",28.672342,77.315260,SO2,5,33,14
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","27-01-2026 09:00:00",28.699793,77.165453,NO2,181,302,258
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","27-01-2026 09:00:00",28.699793,77.165453,SO2,8,21,13
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","27-01-2026 09:00:00",23.107969,72.574648,PM10,122,194,161
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","27-01-2026 09:00:00",23.107969,72.574648,NO2,19,69,39
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","27-01-2026 09:00:00",23.107969,72.574648,SO2,5,18,11
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","27-01-2026 09:00:00",23.107969,72.574648,OZONE,1,54,6
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","27-01-2026 09:00:00",22.977134,72.553024,NH3,4,20,8
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","27-01-2026 09:00:00",22.977134,72.553024,CO,18,104,32
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","27-01-2026 09:00:00",22.977134,72.553024,OZONE,1,74,1
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","27-01-2026 09:00:00",23.002657,72.591912,PM10,97,163,131
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","27-01-2026 09:00:00",23.002657,72.591912,SO2,16,49,32
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","27-01-2026 09:00:00",23.020509,72.579261,PM2.5,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","27-01-2026 09:00:00",22.118125,83.140608,OZONE,3,89,5
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","27-01-2026 09:00:00",22.368195,82.746431,PM10,NA,NA,NA
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","27-01-2026 09:00:00",22.368195,82.746431,NO2,26,42,33
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","27-01-2026 09:00:00",22.126650,83.483212,OZONE,1,74,2
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","27-01-2026 09:00:00",22.1910172,83.5197009,PM10,72,135,101
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","27-01-2026 09:00:00",21.258815,81.578979,PM2.5,43,162,95
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","27-01-2026 09:00:00",21.258815,81.578979,CO,35,78,66
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","27-01-2026 09:00:00",21.237755,81.705301,NH3,2,2,2
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","27-01-2026 09:00:00",21.371751,81.664929,PM2.5,46,312,109
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","27-01-2026 09:00:00",21.371751,81.664929,PM10,44,124,96
India,Delhi,Delhi,"Alipur, Delhi - DPCC","27-01-2026 09:00:00",28.815329,77.153010,NO2,27,62,42
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","27-01-2026 09:00:00",28.647622,77.3158090,PM2.5,170,500,370
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","27-01-2026 09:00:00",28.647622,77.3158090,PM10,144,500,357
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","27-01-2026 09:00:00",28.647622,77.3158090,NH3,6,14,9
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","27-01-2026 09:00:00",28.695381,77.181665,NO2,29,121,71
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","27-01-2026 09:00:00",28.695381,77.181665,SO2,7,27,16
India,Delhi,Delhi,"Bawana, Delhi - DPCC","27-01-2026 09:00:00",28.776200,77.051074,NO2,5,80,36
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","27-01-2026 09:00:00",28.5512005,77.2735737,NO2,17,40,27
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","27-01-2026 09:00:00",28.5512005,77.2735737,CO,29,128,111
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","27-01-2026 09:00:00",28.5512005,77.2735737,OZONE,4,120,5
India,Delhi,Delhi,"DTU, Delhi - CPCB","27-01-2026 09:00:00",28.7500499,77.1112615,PM2.5,176,440,327
India,Delhi,Delhi,"DTU, Delhi - CPCB","27-01-2026 09:00:00",28.7500499,77.1112615,SO2,30,34,32
India,Delhi,Delhi,"DTU, Delhi - CPCB","27-01-2026 09:00:00",28.7500499,77.1112615,OZONE,9,34,10
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","27-01-2026 09:00:00",28.5710274,77.0719006,NO2,49,152,100
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","27-01-2026 09:00:00",28.5710274,77.0719006,NH3,11,20,15
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","27-01-2026 09:00:00",28.5710274,77.0719006,SO2,24,32,28
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","27-01-2026 09:00:00",28.5627763,77.1180053,NO2,51,112,86
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","27-01-2026 09:00:00",28.6811736,77.3025234,CO,46,102,83
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","27-01-2026 09:00:00",28.542460,77.191651,NO2,21,92,43
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","27-01-2026 09:00:00",28.542460,77.191651,CO,31,110,98
India,Delhi,Delhi,"ITO, Delhi - CPCB","27-01-2026 09:00:00",28.628624,77.241060,NH3,2,5,3
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","27-01-2026 09:00:00",28.732820,77.170633,NO2,108,175,131
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","27-01-2026 09:00:00",28.580280,77.233829,OZONE,3,181,4
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","27-01-2026 09:00:00",28.611281,77.237738,NO2,38,169,81
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","27-01-2026 09:00:00",28.636429,77.201067,NH3,4,7,5
India,Delhi,Delhi,"Mundka, Delhi - DPCC","27-01-2026 09:00:00",28.684678,77.076574,PM2.5,98,500,325
India,Delhi,Delhi,"Mundka, Delhi - DPCC","27-01-2026 09:00:00",28.684678,77.076574,NH3,9,15,12
India,Delhi,Delhi,"Mundka, Delhi - DPCC","27-01-2026 09:00:00",28.684678,77.076574,CO,35,125,113
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","27-01-2026 09:00:00",28.60909,77.0325413,SO2,10,22,15
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","27-01-2026 09:00:00",28.570173,76.933762,PM10,72,354,148
India,Delhi,Delhi,"Narela, Delhi - DPCC","27-01-2026 09:00:00",28.822836,77.101981,NH3,6,9,7
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","27-01-2026 09:00:00",28.567890,77.250515,PM10,135,494,301
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","27-01-2026 09:00:00",28.567890,77.250515,NH3,4,8,6
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","27-01-2026 09:00:00",28.567890,77.250515,OZONE,3,304,3
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","27-01-2026 09:00:00",28.6573814,77.1585447,PM2.5,148,455,303
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","27-01-2026 09:00:00",28.6573814,77.1585447,NO2,1,34,20
India,Delhi,Delhi,"Pusa, Delhi - DPCC","27-01-2026 09:00:00",28.639652,77.146275,PM10,133,294,187
India,Delhi,Delhi,"Pusa, Delhi - DPCC","27-01-2026 09:00:00",28.639652,77.146275,OZONE,2,78,2
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","27-01-2026 09:00:00",23.020509,72.579261,SO2,11,41,19
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","27-01-2026 09:00:00",23.016834,72.625775,CO,42,120,62
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","27-01-2026 09:00:00",23.023389,72.515201,CO,10,78,24
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","27-01-2026 09:00:00",21.613267,73.010555,CO,32,74,56
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","27-01-2026 09:00:00",23.163798,72.677768,PM2.5,47,173,98
India,Delhi,Delhi,"Pusa, Delhi - IMD","27-01-2026 09:00:00",28.636110,77.173332,PM10,121,308,191
India,Delhi,Delhi,"Rohini, Delhi - DPCC","27-01-2026 09:00:00",28.732528,77.119920,PM2.5,237,483,375
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","27-01-2026 09:00:00",28.710508,77.249485,CO,73,121,115
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","27-01-2026 09:00:00",28.710508,77.249485,OZONE,3,190,4
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","27-01-2026 09:00:00",23.163798,72.677768,PM10,128,193,162
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","27-01-2026 09:00:00",23.163798,72.677768,NO2,18,61,34
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","27-01-2026 09:00:00",23.163798,72.677768,NH3,5,12,8
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","27-01-2026 09:00:00",23.243639,72.68994,SO2,11,18,15
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","27-01-2026 09:00:00",23.243639,72.68994,OZONE,2,46,3
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","27-01-2026 09:00:00",23.221714,72.654328,PM10,98,165,130
India,Gujarat,Surat,"Science Center, Surat - SMC","27-01-2026 09:00:00",21.170046,72.795405,PM2.5,29,235,91
India,Gujarat,Surat,"Science Center, Surat - SMC","27-01-2026 09:00:00",21.170046,72.795405,NO2,14,48,31
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","27-01-2026 09:00:00",22.969611,72.643500,PM10,71,284,174
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","27-01-2026 09:00:00",22.969611,72.643500,CO,14,17,14
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","27-01-2026 09:00:00",30.379589,76.778328,OZONE,13,20,14
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","27-01-2026 09:00:00",28.6701,76.9254,PM2.5,54,308,187
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","27-01-2026 09:00:00",28.360699,76.936090,SO2,8,15,11
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","27-01-2026 09:00:00",28.060249,76.113115,OZONE,8,41,10
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","27-01-2026 09:00:00",28.1485564,77.3320667,PM2.5,65,304,101
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","27-01-2026 09:00:00",28.1485564,77.3320667,CO,20,55,34
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","27-01-2026 09:00:00",28.3153,76.9143,NO2,2,19,9
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","27-01-2026 09:00:00",30.7057778,76.8531805555555,PM2.5,6,305,152
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","27-01-2026 09:00:00",30.7057778,76.8531805555555,NO2,24,26,25
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","27-01-2026 09:00:00",30.7057778,76.8531805555555,SO2,15,16,15
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","27-01-2026 09:00:00",30.7057778,76.8531805555555,OZONE,5,13,12
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","27-01-2026 09:00:00",29.432304,76.972765,PM10,97,138,110
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","27-01-2026 09:00:00",29.432304,76.972765,CO,24,26,25
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","27-01-2026 09:00:00",12.921418,77.502466,SO2,6,6,6
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","27-01-2026 09:00:00",12.921418,77.502466,CO,1,27,13
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","27-01-2026 09:00:00",12.990328,77.5431385,SO2,6,6,6
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","27-01-2026 09:00:00",12.917348,77.622813,NO2,26,64,42
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","27-01-2026 09:00:00",12.917348,77.622813,NH3,4,5,4
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","27-01-2026 09:00:00",12.917348,77.622813,CO,18,62,30
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","27-01-2026 09:00:00",11.55358,76.55521,SO2,2,5,3
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","27-01-2026 09:00:00",11.55358,76.55521,OZONE,13,29,18
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","27-01-2026 09:00:00",13.428828,77.731418,PM2.5,2,45,25
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","27-01-2026 09:00:00",13.428828,77.731418,NO2,5,69,26
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","27-01-2026 09:00:00",13.428828,77.731418,SO2,36,51,45
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","27-01-2026 09:00:00",13.428828,77.731418,CO,2,14,6
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","27-01-2026 09:00:00",34.066206,74.819820,SO2,3,4,3
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","27-01-2026 09:00:00",23.80569,86.44268,PM2.5,28,166,106
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","27-01-2026 09:00:00",16.172806,75.659694,PM10,45,46,46
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","27-01-2026 09:00:00",12.9352049,77.6814488,CO,37,38,38
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","27-01-2026 09:00:00",12.951913,77.539784,PM2.5,9,62,26
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","27-01-2026 09:00:00",29.140560,75.744941,CO,28,66,41
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","27-01-2026 09:00:00",29.8006,76.4155,PM2.5,69,171,99
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","27-01-2026 09:00:00",29.695300,77.002700,PM10,97,152,129
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","27-01-2026 09:00:00",29.966942,76.875879,NO2,17,21,19
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","27-01-2026 09:00:00",29.966942,76.875879,CO,16,39,29
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","27-01-2026 09:00:00",27.9002,76.9938,NO2,20,24,22
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","27-01-2026 09:00:00",13.029152,77.585901,CO,3,62,22
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","27-01-2026 09:00:00",12.938539,77.590100,PM2.5,13,55,29
